expert_final.zip,expert,expert,500.0,0.0,100.0,0
bc_seed0_bias_s0.05_1000.pt,bc,bias_s0.05_1000,436.3,123.62851612795488,79.0,0
bc_seed0_bias_s0.05_1000_epf.pt,bc,bias_s0.05_1000_epf,436.3,123.62851612795488,79.0,0
bc_seed0_bias_s0.05_500.pt,bc,bias_s0.05_500,117.29,2.5701945451657937,0.0,0
bc_seed0_bias_s0.05_500_epf.pt,bc,bias_s0.05_500_epf,117.29,2.5701945451657937,0.0,0
bc_seed0_bias_s0.20_1000.pt,bc,bias_s0.20_1000,13.04,1.0575443253121828,0.0,0
bc_seed0_bias_s0.20_1000_epf.pt,bc,bias_s0.20_1000_epf,13.04,1.0575443253121828,0.0,0
bc_seed0_bias_s0.20_500.pt,bc,bias_s0.20_500,500.0,0.0,100.0,0
bc_seed0_bias_s0.20_500_epf.pt,bc,bias_s0.20_500_epf,500.0,0.0,100.0,0
bc_seed0_clean1000.pt,bc,clean1000,500.0,0.0,100.0,0
bc_seed0_clean1000_epf.pt,bc,clean1000_epf,500.0,0.0,100.0,0
bc_seed0_clean1000_step.pt,bc,clean1000_step,500.0,0.0,100.0,0
bc_seed0_clean500.pt,bc,clean500,500.0,0.0,100.0,0
bc_seed0_clean500_epf.pt,bc,clean500_epf,500.0,0.0,100.0,0
bc_seed0_clean500_step.pt,bc,clean500_step,500.0,0.0,100.0,0
bc_seed0_dropout_p0.10_1000.pt,bc,dropout_p0.10_1000,370.33,146.10996235712335,66.0,0
bc_seed0_dropout_p0.10_1000_epf.pt,bc,dropout_p0.10_1000_epf,370.33,146.10996235712335,66.0,0
bc_seed0_dropout_p0.10_500.pt,bc,dropout_p0.10_500,438.46,117.37269017961546,87.0,0
bc_seed0_dropout_p0.10_500_epf.pt,bc,dropout_p0.10_500_epf,438.46,117.37269017961546,87.0,0
bc_seed0_dropout_p0.45_1000.pt,bc,dropout_p0.45_1000,406.85,124.61094454340677,80.0,0
